medicine_id,commercial_name,price,date,sales
MED001,Paracétamol 500mg,2884.9053677404186,2025-09-18,29
MED001,Paracétamol 500mg,2884.9053677404186,2025-09-19,59
MED001,Paracétamol 500mg,2884.9053677404186,2025-09-20,138
MED001,Paracétamol 500mg,2884.9053677404186,2025-09-21,69
MED001,Paracétamol 500mg,2884.9053677404186,2025-09-22,136
MED001,Paracétamol 500mg,2884.9053677404186,2025-09-23,87
MED001,Paracétamol 500mg,2884.9053677404186,2025-09-24,133
MED001,Paracétamol 500mg,2884.9053677404186,2025-09-25,103
MED001,Paracétamol 500mg,2884.9053677404186,2025-09-26,122
MED001,Paracétamol 500mg,2884.9053677404186,2025-09-27,130
MED001,Paracétamol 500mg,2884.9053677404186,2025-09-28,79
MED001,Paracétamol 500mg,2884.9053677404186,2025-09-29,85
MED001,Paracétamol 500mg,2884.9053677404186,2025-09-30,142
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-01,94
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-02,75
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-03,35
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-04,84
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-05,76
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-06,47
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-07,77
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-08,37
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-09,83
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-10,55
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-11,78
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-12,51
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-13,80
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-14,44
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-15,59
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-16,72
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-17,106
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-18,130
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-19,53
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-20,96
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-21,131
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-22,100
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-23,61
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-24,48
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-25,125
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-26,77
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-27,103
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-28,69
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-29,57
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-30,64
MED001,Paracétamol 500mg,2884.9053677404186,2025-10-31,63
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-01,76
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-02,7
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-03,79
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-04,72
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-05,57
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-06,70
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-07,62
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-08,75
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-09,41
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-10,38
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-11,52
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-12,71
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-13,62
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-14,56
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-15,47
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-16,61
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-17,67
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-18,28
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-19,51
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-20,85
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-21,39
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-22,108
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-23,74
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-24,37
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-25,70
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-26,35
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-27,51
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-28,51
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-29,58
MED001,Paracétamol 500mg,2884.9053677404186,2025-11-30,89
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-01,78
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-02,27
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-03,33
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-04,50
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-05,37
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-06,59
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-07,48
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-08,49
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-09,54
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-10,63
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-11,36
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-12,42
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-13,54
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-14,72
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-15,14
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-16,48
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-17,65
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-18,90
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-19,63
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-20,63
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-21,45
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-22,49
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-23,62
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-24,50
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-25,51
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-26,46
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-27,70
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-28,20
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-29,48
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-30,19
MED001,Paracétamol 500mg,2884.9053677404186,2025-12-31,21
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-01,48
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-02,49
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-03,84
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-04,52
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-05,50
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-06,65
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-07,57
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-08,45
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-09,51
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-10,73
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-11,37
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-12,87
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-13,73
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-14,45
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-15,62
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-16,52
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-17,75
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-18,50
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-19,55
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-20,56
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-21,55
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-22,53
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-23,42
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-24,65
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-25,60
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-26,54
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-27,68
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-28,55
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-29,55
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-30,58
MED001,Paracétamol 500mg,2884.9053677404186,2026-01-31,85
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-01,26
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-02,28
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-03,61
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-04,44
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-05,56
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-06,57
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-07,70
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-08,59
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-09,79
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-10,47
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-11,33
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-12,59
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-13,8
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-14,77
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-15,42
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-16,45
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-17,61
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-18,70
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-19,62
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-20,56
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-21,81
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-22,70
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-23,65
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-24,76
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-25,46
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-26,35
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-27,85
MED001,Paracétamol 500mg,2884.9053677404186,2026-02-28,55
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-01,43
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-02,65
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-03,69
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-04,46
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-05,63
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-06,65
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-07,34
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-08,63
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-09,62
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-10,24
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-11,58
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-12,74
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-13,48
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-14,53
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-15,30
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-16,62
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-17,74
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-18,46
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-19,70
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-20,97
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-21,53
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-22,54
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-23,71
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-24,56
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-25,45
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-26,45
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-27,68
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-28,86
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-29,63
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-30,55
MED001,Paracétamol 500mg,2884.9053677404186,2026-03-31,33
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-01,40
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-02,25
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-03,76
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-04,50
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-05,77
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-06,21
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-07,43
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-08,52
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-09,59
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-10,37
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-11,66
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-12,76
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-13,54
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-14,38
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-15,48
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-16,31
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-17,55
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-18,72
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-19,68
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-20,38
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-21,87
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-22,36
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-23,71
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-24,60
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-25,59
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-26,76
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-27,67
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-28,49
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-29,72
MED001,Paracétamol 500mg,2884.9053677404186,2026-04-30,57
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-01,50
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-02,63
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-03,60
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-04,69
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-05,52
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-06,97
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-07,65
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-08,59
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-09,98
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-10,34
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-11,65
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-12,77
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-13,38
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-14,10
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-15,70
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-16,98
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-17,32
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-18,64
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-19,66
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-20,38
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-21,46
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-22,30
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-23,37
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-24,58
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-25,67
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-26,68
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-27,55
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-28,38
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-29,66
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-30,32
MED001,Paracétamol 500mg,2884.9053677404186,2026-05-31,82
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-01,69
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-02,84
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-03,58
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-04,78
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-05,111
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-06,94
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-07,79
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-08,55
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-09,122
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-10,71
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-11,66
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-12,79
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-13,77
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-14,129
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-15,54
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-16,44
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-17,58
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-18,80
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-19,86
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-20,131
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-21,38
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-22,106
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-23,84
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-24,94
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-25,15
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-26,105
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-27,130
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-28,81
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-29,109
MED001,Paracétamol 500mg,2884.9053677404186,2026-06-30,43
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-01,111
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-02,79
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-03,94
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-04,77
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-05,123
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-06,124
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-07,83
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-08,128
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-09,64
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-10,61
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-11,126
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-12,114
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-13,84
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-14,53
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-15,87
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-16,121
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-17,130
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-18,120
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-19,86
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-20,96
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-21,65
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-22,83
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-23,49
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-24,36
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-25,119
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-26,86
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-27,55
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-28,91
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-29,81
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-30,100
MED001,Paracétamol 500mg,2884.9053677404186,2026-07-31,95
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-01,84
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-02,20
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-03,72
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-04,83
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-05,71
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-06,79
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-07,70
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-08,120
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-09,61
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-10,123
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-11,100
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-12,72
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-13,140
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-14,74
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-15,36
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-16,58
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-17,114
MED001,Paracétamol 500mg,2884.9053677404186,2026-08-18,75
MED002,Amoxicilline 500mg,4696.141704298115,2025-08-19,16
MED002,Amoxicilline 500mg,4696.141704298115,2025-08-20,34
MED002,Amoxicilline 500mg,4696.141704298115,2025-08-21,55
MED002,Amoxicilline 500mg,4696.141704298115,2025-08-22,20
MED002,Amoxicilline 500mg,4696.141704298115,2025-08-23,51
MED002,Amoxicilline 500mg,4696.141704298115,2025-08-24,32
MED002,Amoxicilline 500mg,4696.141704298115,2025-08-25,24
MED002,Amoxicilline 500mg,4696.141704298115,2025-08-26,14
MED002,Amoxicilline 500mg,4696.141704298115,2025-08-27,39
MED002,Amoxicilline 500mg,4696.141704298115,2025-08-28,54
MED002,Amoxicilline 500mg,4696.141704298115,2025-08-29,23
MED002,Amoxicilline 500mg,4696.141704298115,2025-08-30,72
MED002,Amoxicilline 500mg,4696.141704298115,2025-08-31,51
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-01,43
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-02,64
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-03,37
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-04,45
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-05,44
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-06,53
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-07,70
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-08,30
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-09,51
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-10,48
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-11,37
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-12,15
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-13,21
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-14,53
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-15,31
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-16,57
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-17,52
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-18,57
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-19,42
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-20,68
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-21,58
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-22,43
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-23,53
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-24,23
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-25,63
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-26,69
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-27,42
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-28,53
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-29,29
MED002,Amoxicilline 500mg,4696.141704298115,2025-09-30,38
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-01,63
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-02,46
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-03,69
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-04,59
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-05,29
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-06,55
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-07,25
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-08,44
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-09,55
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-10,41
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-11,44
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-12,42
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-13,41
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-14,63
MED002,Amoxicilline 500mg,4696.141704298115,2025-10-15,52
